Unnamed: 0,text,x,y
53,"Page 154-157No CRE8 Type and number of certificates, qualifications or sustainability labels for new construction, management, occupation or restoration134, 137-138 Yes (280-281) The climate: global concern GRI 103: 2016 management approach 103-1 Explanation of the material topic and its boundary 257, 130-140 Yes (280-281) 103-2 Management approach and components 257, 130-140 Yes (280-281) 103-3 Evaluation of the management approach 130-140 Yes (280-281) GRI 305: Emissions 2016305-1 Direct (scope 1) GHG emissions 135 Yes (280-281) 305-2 Energy indirect (scope 2) GHG emissions 135 Yes (280-281) 305-3 Other indirect (scope 3) GHG emissions 135 Yes (280-281) 305-4 GHG emissions intensity 135 Yes (280-281) 305-5 Reduction of GHG emissions 135 Yes (280-281) 305-6 Emissions of ozone-depleting substances (ODS) 266 Yes (280-281) 305-7 Nitrogen oxides (NOX), sulphur oxides (SOX) and other significant air emissions266 Yes (280-281) G4 Sector Disclosure: Construction and Real EstateCRE3 Greenhouse gas emissions intensity from buildings",-14.090568,-11.783521
56,"88 Percentage of invested training hours per female employee, weighted gender distribution (%) 54 52 57 Percentage of invested training hours per male employee, weighted gender distribution (%) 46 48 43 Percentage of documented performance and development interviews (%) 63 63 62 ORGANISATION (ENVIRONMENT) Emissions of greenhouse gases* Carbon dioxide intensity (total emissions tonnes CO2e/net sales, SEK thousands) 2",13.662937,1.9922231
60,"- Scope 3 pertains to indirect emissions from sources that are not owned or controlled by Addtech, and include among other things purchasing, logistics and business travel",6.7661257,-7.6798387
62,Our ambition has been raised in line with the revision of our sustainability targets that includes the target of net zero emissions by 2040 at the latest (Scope 1 and Scope 3 emissions from business travel and Scope 2 emissions from the energy con - sumption of office premises),11.7271595,-0.051005077
68,"ÅF Pöyry’s emissions under Scope 2 refer to indirect emissions of greenhouse gases generated from our energy consumption, includ - ing electricity purchased for our businesses and properties as well as heating and cooling",3.102459,-2.8631015
69,"There is also some impact from consumables, but because they account for a marginal part of our overall impact and data collection requires considerable resources, we prioritise the most significant source of Scope 3 emissions: business travel by air",9.036232,-10.150048
77,Sustainable development Today more than 90% of the world population lives in areas where air pollution exceeds the threshold recommended by the World Health Organisation (4) while CO2 emissions from transport continue to grow,9.026429,-0.64975876
79,Cities at the forefront of sustainable development yyCities alone account for about two thirds of energy consumption and more than 70% of CO2 emissions worldwide (3),7.5776615,-2.0979376
81,The potential for electrical mobility to curb CO2 emissions and air pollution should still improve in the future with the development of clean and renewable energy sources,7.8085356,-1.2330599
85,"Main results and performance indicators GHG emissions related to products and services sold (Indirect GHG emissions – Scope 3) In order to identify priorities for action, the Company conducted several assessments of its carbon footprint considering direct and indirect emissions",4.6854844,-4.9390783
87,"The share of green electricity in energy supply was taken into account for the first time in 2018, thus reducing equivalent net CO2 emissions (for the share of electricity from renewable sources, a zero-emission factor is taken into account)",8.138611,-3.2052414
88,"2 2014 2015 2016 2017 2018 2019 GREENHOUSE GASES EMISSIONS DETAILS (in kilotonnes CO2 equivalent – gross value)Alstom 2016 2017 2018 2019 Direct CO2 emissions related to the consumption of natural gas, butane, propane, coal and oil (1)50 48 50 52 Indirect CO2 emissions related to the consumption of steam, heat network and electricity (2)62 65 65 70 Gross total CO2 emissions related to energy consumption 112 113 115 122 Avoided emissions thanks to the supply of green electricity (3)14 12 Net total CO2 emissions related to energy consumption (4)112 113 101 110 Other direct CO2 emissions related to fugitive emissions of HFC 1 1 1 1 TOTAL CO2 EMISSIONS RELATED TO ENERGY CONSUMPTION AND OTHER DIRECT EMISSIONS113 114 102 111 Source: Alstom Teranga",6.077214,0.059316657
89,"(2) Source: as regards electricity, for the years 2014 et 2015, CO2 emissions factors come from the study “The Climate Registry Default Emission Factors” while for the years 2016 to 2019, data comes from the International Energy Agency (2017 data for 2019)",3.8926518,-13.077104
95,"This is a Dutch specific standard with the objective to reduce Carbon dioxide emissions and energy consumption during all phases from supplier to customer (scope 1, 2 and 3) and has several maturity levels from 1 to 5",10.165324,-4.6116915
97,"3 223 Share of electricity from renewable sources (1) (2) (in %) 36 36 223 Direct CO2 emissions from natural gas, butane, propane, coal and oil consumption (1) (in kilotonnes CO2 eq",5.34942,-0.70591384
100,"Themes Objectives 2020 (Ref: 2017) Group performance 2019 (TCO2e) 2018 (TCO2e) 5-year trend Control GHG emi s- sions Scope 1 non - kerosene -5% 20,003 20,774 -14% Scope 1 ker o- sene NA 45,740 39,659 NA Scope 2 -5% 28,797 29,822 -3",0.098263964,-5.652397
105,"Scope 1: direct GHG emissions from sources owned by the company; Scope 2: indirect GHG emissions produced as a consequence of the company’s operations; an d Scope 3: other indirect GHG emissions, such as emissions from travel providers for business travel",5.8729525,-5.7619896
108,"During 2020/21, we expanded the data collection process in order to get a full picture of our Scope 1 and 2 emissions and have now included: • Electr icity used in all of Ambu ’s leased international offices and warehouses",6.1836166,-11.149091
115,"Nevertheless, conscious of the importance of applying the principles of social responsibility to its operations, the company undertakes to reduce its environmental impact by managing its buildings and resources responsibly and by controlling its CO2 emissions",10.01774,-8.263352
117,"Travel The Amundi travel policy applicable to all its entities worldwide demonstrates its desire to reduce its CO2 emissions: validation of the need to travel, prior authorisation for travel abroad, mandatory rail for journeys of under three hours, ban on taxi journeys within Paris between 8 am and 8 pm, categorisation of rental vehicles according to the number of passengers, weekly reporting of forthcoming travel to Executive Committee members",11.982324,-12.984254
120,"Emission scopes Mandatory GHG reporting requires emissions associated with Scope 1 (direct emissions) and Scope 2 (indirect emissions from purchased electricity, heating and cooling) to be reported 1",2.607762,-4.889091
121,"Revisions to the GHG Protocol, to which this reporting exercise adheres, require organisations to calculate their Scope 2 emissions both in terms of ‘market-based’ emissions and ‘location-based’ emissions2",-2.8573692,-7.2506757
123,"Organisation with parity between women and men and become cli - mate positiveCOMMENT TARGET Emission per activity, tonnes CO2e 2020 2019 2018 2017 2016 Business travel 2",12.538732,0.82381135
127,"Although our Scope 3 emissions sources continue to fluctuate, we have made progress towards our 2025 science-based targets for these emission sources through strategic developments, including committing to changing the propellants used in our inhalers, improving our switching of freighting of goods from air to sea and rail, and engaging our key suppliers to set science-based targets and renewable energy goals",12.534621,-1.4753106
128,"The majority of adjustments made are not material individually, except for Scope 1 road fleet (Scope 1 reporting boundary adjusted to leased vehicles only, with personal vehicles accounted in Scope 3)",-8.501224,-11.079054
130,"Ambition Zero Carbon This measure incentivises the elimination of our Scope 1 and Scope 2 greenhouse gas (GHG) emissions by 2025 with targets verified in line with the science of climate change, where we will innovate to avoid, reduce and substitute to become zero carbon",9.755072,2.1003656
131,"Global greenhouse gas emissions data for the period 1 January 2020 to 31 December 20201 Tonnes CO 2e 2020 2019 2018 Emissions from: Scope 1: Combustion of fuel and operation of facilities2,5 224,771 254,402 272,737 Scope 2 (Market-based): Electricity (net of market instruments), heat, steam and cooling purchased for own use3,523,235 131,085 140,350 Scope 2 (Location-based): Electricity, heat, steam and cooling purchased for own use3,5212,003 233,951 248,984 Company’s chosen intensity measurement: Scope 1 + Scope 2 (Market- based) emissions reported above normalised to million US dollar revenue 9",-5.183453,-6.9693575
132,"7 Scope 3 Total: Emissions from all 15 Greenhouse Gas Protocol Scope 3 Categories 7,803,145 7,282,111 6,603,075 Scope 3 intensity measurement: Scope 3 emissions from all 15 Greenhouse Gas Protocol Scope 3 Categories normalised to million US dollar revenue",-4.327785,-5.868121
133,"The majority of adjustments made are not material individually, except for Scope 1 road fleet (Scope 1 reporting boundary adjusted to leased vehicles only, with personal vehicles accounted in Scope 3), business air travel (updated methodology including well-to-tank emissions and more complete traveller data, leading to restated baseline), and upstream logistics (updated methodology including well-to-tank emissions, leading to restated baseline)",-9.047018,-11.646582
134,3 GHGs from imported electricity are calculated using the GHG Protocol Scope 2 Guidance (January 2015) requiring dual reporting using two emissions factors for each site – Market-based and Location-based,-2.2317731,-8.374059
135,"For 2020, the proportion of total global energy and emissions originating from AstraZeneca’s UK and offshore area footprint were as follows: energy use 346 GWh (22%); Scope 1 emissions 55 ktCO 2e (25%); Scope 2 emissions using Market-based accounting 0 ktCO 2e (0%); Scope 2 emissions using Location-based accounting 15 ktCO 2e (7%)%",-4.0008755,-8.085824
137,"In 2019, the Science Based Targets Initiative confirmed that our Scope 1 and Scope 2 emissions targets aligned with the more progressive Paris Agreement target to limit global warming to 1",9.118535,3.0431154
141,• Electricity site & office kWh • Diesel kWh • Gas kWh • Renewables kWh • Scope 1 GHG emissions • Scope 2 GHG emissions • Renewable energy capacity installed (GW) • SAP calculation & EPCs The role of Vistry Group's management in assessing and managing climate-related risks and opportunities,4.1687064,-8.027015
144,7% reduction New Energy Intensity target2019We have set an internal energy intensity target for 2018/19 and will look to publish this in 2019/2020 Achieve 10 tCO2e per m2 occupied20208,4.8274136,2.8110454
147,"Total Scope 1 and 2 Emissions 6,500 6,1436,000 6,0516,758 6,758 1,229 2,7226,000 5,2075,500 4,7765,250 4,3345,000 3,9434,750 3,1934,5004,460 Actual Target01,0002,0003,0004,0005,0006,0007,0008,000 2020 2030 2011 2012 2013 2014 2015 2016 2017 2018 2019 2040 20502020 Target 2050 Target Total Scope 1 and 2 GHG Emissions Intensity Our GHG Emissions ‘intensity’ indicators are based on average customer occupancy (m2), total Group revenue (£) and current lettable area (“CLA” per m2)",4.2101636,1.9914571
148,"See page 60 for their independent assurance report From 2018/19 onwards, we will be reporting in £000s as easier to read Baseline year 2011 Scope 1 and Scope 2 GHG emissions reported at 7,450 tCO2e, CLA:3,019,428 sq",-3.8140597,-10.764329
151,"Summary of Scope 1 and 2 Total Carbon Footprint (GHG carbon equivalent emissions (tCO2e)) Including electricity, gas, coolant and van diesel from our store and non-store portfolio Year 2016 2017 20182018 restated12019 GHG Scope 1 and 2 total tonnes CO2e (tCO2e) 4,456",4.0131764,-1.977978
153,"We disclose a comprehensive set of five -year comparable quantitative data for energy, carbon, including Scope 1, 2 and 3 emissions (full S cope 3 data collected every three years), and water",-3.1447713,-14.227113
154,"Emissions The following provides data on the DiaSorin Group emissions classifi ed into two Scopes: Scope 1 emissions (direct emissions from the combustion of fuel to generate thermal energy for heating system or for production process and refrigerant gas emissions4) and Scope 2 emission (emissions connected to electricity consumption from non -renewable sources and purchase of thermal energy, as well as heating system consumption at facilities that operate in rented premises )",7.2627892,-13.85256
155,"Emission s [tCO2eq] 2017 2018 2019 2,177 3,891 2,902 Disclosure 305 -1 Direct (Scope 1) GHG emissions of GRI Standard 305: Emissions 2016 Emission s [tCO2eq] (*) 2017 2018 2019 8,265 8,885 9,253 Disclosure 305 -2 Energy indirect (Scope 2) GHG emissions del GRI Standard 305: Emissions 2016 (*) Scope 2 emissions are calculated by applying standard emission factor of the reference country to the quota of electricity purchased from non-renewable sources",11.081572,-5.390889
156,"7 “Environmen t” Consult chapter 9 “Environment, Health and Safety” GRI Standard 302 ""Energy 2016"":  Disclosure 302 -1: Energy consumption within the organization GRI Standard 303 ""Water 216"":  Disclosure 303 -1: Water withdrawal by source GRI Standard 305 ""Emissions 2016"":  Disclosure 305 -1: Direct (Scope 1) GHG emissions  Disclosure 305 -2: Energy indirect (Scope 2) GHG emissions GRI Standard 306 ""Effluents and Waste 2016"":  Disclosure 306 -2: Waste by type and disposal method  Disclosure 306 -3: Significant spills GRI Standard 307 ""Environmental Compliance"":  Disclosure 307 -1: Noncompliance with environmental laws and regulations The scope of 2017 data is limited to the Group’s manufacturing facilities (the list is provided in chapter 1 “Note on Methodology”)",4.3929133,-17.594866
157,"- Computation of Scope 1 emissions includes direct emissions from the combustion of fuel to generate thermal energy for heating system or for production processes, for vehic les and refrigerant gas emissions",4.8845997,-9.012693
158,"- Computation of Scope 2 includes emissions connected to electricity consumption from non - renewable sources and purchase of thermal energy, as well as heating system at the Italian headquarter where such expenditure is incl uded among common costs",5.981288,-9.945185
159,"Emissions The following provides data of the DiaSorin Group emissions classified into two Scopes: Scope 1 (direct emissions from the combustion of fuel to generate thermal energy for heating system or for production process and refrigerant gas emissions7) and Scope 2 (emissions connected to electricity consumption from non-renewable sources and purchasing of thermal energy, as well as heating system consumption at facilities that operate in rented premises)",7.2554164,-13.801315
160,"Emissions [tCO2eq]2018 2019 2020 3,891 2,902 2,761 Emissions [tCO2eq]2018 2019 2020 10,438 10,289 8,406Disclosure 305-1 Direct (Scope 1) GHG emissions del GRI Standard 305: Emissions 2016 Disclosure 305-2 Energy indirect (Scope 2) GHG emissions of GRI Standard 305: Emissions 2016 (*) Computation of Scope 2 emissions was improved in 2020, by including the share of electricity purchased from non-renewable sources, thus updating also data of 2018 and 2019 emissions to ensure comparison of data",8.149711,-8.16683
161,"7 ""Topics concerning environmental management""See chapter 9 “Environment, Health and Safety”GRI Standard 103 “Management approach 2016” - Disclosure 103-1: Explanation of the material topic and its Boundary - Disclosure 103-2: The management approach and its components - Disclosure 103-3: Evaluation of the management approach GRI Standard 302 “Energy 2016”: - Disclosure 302-1: Energy consumption within the organization GRI Standard 303 “Water and effluents 2018”: - Disclosure 303-1: Interactions with water as a shared resource - Disclosure 303-2: Management of water discharge-related impacts - Disclosure 303-3: Water withdrawal GRI Standard 305 “Emissions 2016”: - Disclosure 305-1: Direct (Scope 1) GHG emissions - Disclosure 305-2: Energy indirect (Scope 2) GHG emissions GRI Standard 306 “Effluents and Waste 2016”: - Disclosure 306-2: Waste by type and disposal method - Disclosure 306-3: Significant spills GRI Standard 307 “Environmental Compliance”: - Disclosure 307-1: Non-compliance with environmental laws and regulationsData collection and reporting include all Group’s companies, including commercial subsidiaries",4.4324107,-17.563383
162,"Disclosures 302-1 / 305-1 / 305-2: - Energy consumption data (Disclosure 302-1) have been prepared using conversion factors adopted by the Environmental Indicators Protocols issued by the Global Reporting Initiative - Emissions data (Disclosure 305-1 and 305-2) of manufacturing facilities have been prepared using conversion factors adopted by the GHG Protocol Standard - Computation of Scope 1 emissions includes direct emissions from the combustion of fuel to generate thermal energy for heating system or for production processes, for vehicles and refrigerant gas emissions",1.3053582,-14.367847
163,"- Computation of Scope 2 includes emissions connected to electricity consumption from renewable and non-renewable sources and purchase of thermal energy, as well as heating system at the Italian headquarter where such expenditure is included among common costs",5.9437537,-10.068786
164,"Independent assurance Public reasonable assurance (using ISAE 3000) is provided by Deloitte LLP over all Scope 1, 2 and 3 GHG emissions data, intensity ratio and energy data",-2.05389,-11.251871
165,"SECR DISCLOSURE 4,650 Total Scope 1 emissions (tCO 2e)0* Total Scope 2 emissions (tCO 2e)/uni00A0(market based) 2019 2018 Total Scope 1 emissions (tCO 2e) 4,649 4,223 Total Scope 2 emissions (tCO 2e) (location based) (market based) 2,925 0 3,458 0 Total Scope 3 emissions (tCO 2e) 11,809 12,538 Carbon intensity ratio (tCO 2e/m2) 0",0.02678415,-3.6349258
166,"In addition, performance is externally assured by Deloitte LLP - our 2019 Scope 1, 2 and 3 GHG emissions data, intensity ratio and energy data received ‘Public Reasonable Assurance’",-2.4788952,-12.385819
169,"In addition, performance is externally assured by Deloitte LLP and our 2020 Scope 1, 2 and 3 GHG emissions data, intensity ratio and energy data received ‘Public Reasonable Assurance’",-2.4058938,-12.251861
170,"We provide comprehensive disclosure of our Scope 1, 2 and 3 emissions in our Streamlined Energy and Carbon Reporting (SECR) on page 62 in addition to the detailed energy and carbon data reporting in our annual Responsibility Report",-4.7996006,-11.484575
171,"Some of the innovations and optimisation measures includes: • BMS heath checks and time clock re-sets • Ongoing LED/PIR rollout • Reducing plant run time to collaborate with building occupancy GHG and energy data 2020 2019 Difference Total Scope 1 emissions (tCO 2e)3,326 4,650 -28% Total Scope 2 emissions (tCO 2e) 1,947 (location- based)2,925 (location- based)-33% 0 (market- based)0 (market- based) Total Scope 3 emissions (tCO 2e)7,749 11,809 -34% Carbon intensity ratio (tCO 2e/m2)0",1.0977893,-11.425733
172,uk/government/ collections/government-conversion-factors-for- company-reporting for all emissions factors apart from the Scope 2 market based factor which is based on the provenance of our electricity supplies which are from renewable sources,1.4611986,-4.2151556
173,"Independent assurancePublic reasonable assurance (using ISAE 3000) has been provided by Deloitte LLP over all Scope 1, 2 and 3 GHG emissions data, intensity ratio and energy data",-2.3513024,-10.974483
176,"As pre- scribed by the GHG Protocol, we consider emissions with- in different scopes: Scope 1 (direct emissions from heating, air-conditioning installations and the company’s vehicle fleet), Scope 2 (indirect emissions from the generation of electricity, steam, heat or cooling purchased from external energy providers) and Scope 3 (includes the remainder of indirect emissions not covered within Scope 2; for example purchased goods and services, waste from operations, business travel, downstream transportation and distri- bution)",7.1818404,-5.256165
178,"GREENHOUSE GAS EMISSIONS 3 Scope 1 EmissionsScope 2 EmissionsScope 3 EmissionsTotal Carbon Footprint Total 1,274 tCO 2e3,103 tCO 2e278,361 tCO 2e282,737 tCO 2eDirector of Sustainability, CSR & Safety and supported by a senior environmental specialist",-1.3184503,-4.101784
180,We follow the GHG Protocol Corporate Standard and Scope 2 Guidance for measuring and reporting both market-based and location-based Scope 1 and Scope 2 greenhouse gas emissions,-2.5030742,-6.7329664
181,"8 RECs (renewable certificates) or GOs (guarantees of origin) purchased, coverage ratio 100% CDM and Gold Standard quotas purchased, coverage ratio 100%1) Scope 1: Mandatory reporting of all direct emission sources where the organisation has operational control",11.765115,-5.766499
182,Scope 1 includes direct emissions from sources that are owned or controlled by the organisation and Scope 2 includes indirect emissions associated with the generation of acquired and consumed energy,6.6118736,-7.1104507
